districtname,zoneName,communityName,communityId,multiRent,highRent,lowRent
南山区,南头街道,丽乐美居,3235,98,,
坪山区,马峦街道,京基御景印象家园四期,2198,,39,
福田区,福保街道,东方欣悦居,2837,,107,
龙岗区,宝龙街道,东鸿雅居,744,,31,
龙岗区,布吉街道,万隆苑,1798,47,,
宝安区,新安街道,景富苑,2566,56,54,
南山区,粤海街道,宏观苑,3586,,93,
龙岗区,布吉街道,世纪华厦,1885,,56,
龙岗区,龙城街道,余岭山庄,751,33,,
龙岗区,布吉街道,国展苑,3980,,56,
龙岗区,布吉街道,加洲花园,1315,55,,
宝安区,福永街道,福华大厦,3386,,28,
福田区,香蜜湖街道,育星苑,2861,79,,
罗湖区,翠竹街道,阳光绿地家园,1083,,95,
罗湖区,东晓街道,长富花园,1210,71,,
福田区,福保街道,南光紫荆苑,2945,,93,
龙华区,龙华街道,中环阁,1211,48,,
罗湖区,桂园街道,碧波楼,1587,64,,
盐田区,梅沙街道,梅沙办事处住宅楼,3485,49,,
福田区,华强北街道,金茂礼都,2559,,122,
南山区,西丽街道,深丽苑阁,3239,,76,
罗湖区,南湖街道,向西综合楼,1545,70,,
盐田区,沙头角街道,梅花楼,4157,50,,
龙岗区,布吉街道,金运花园,1185,36,,
福田区,福田街道,福涛东园,2862,,97,
福田区,莲花街道,景蜜村,2863,84,,
南山区,蛇口街道,蛇口渔港综合楼,3254,67,,
福田区,香蜜湖街道,深南中学家属楼,4313,82,,
盐田区,海山街道,翠堤雅居,2638,,58,
宝安区,新安街道,勤诚达和园悦园乐园,2946,,91,
龙岗区,坂田街道,佳兆业中央广场三期,1212,,65,
光明区,公明街道,"福盈中央山花园南区
（商品住房）",2947,,47,
大鹏新区,大鹏街道,佳兆业假日广场（商品住房）,4009,,49,
南山区,招商街道,招北综合楼,3216,97,,
南山区,沙河街道,世界花园海华居,3217,,85,
福田区,莲花街道,五洲星苑,3201,,119,
福田区,莲花街道,天一名居,2560,,92,
福田区,莲花街道,锦文阁,3230,,94,
福田区,莲花街道,聚豪园,3526,,97,
福田区,福田街道,皇都广场,3204,,85,
罗湖区,南湖街道,粤海花园,1294,,75,
盐田区,盐田街道,南方明珠花园一期,2854,42,,
南山区,粤海街道,东海万豪广场,3262,113,,
福田区,梅林街道,福达苑,3737,68,,
龙岗区,园山街道,水晶之城三期,818,41,41,
宝安区,新安街道,雅仕阁,2937,,65,
福田区,华富街道,黄木岗北区,4049,75,,
宝安区,新安街道,建安花园,3198,59,,
南山区,南头街道,荔林春晓小区,3218,,93,
龙岗区,园山街道,水晶之城二期,848,42,40,52
宝安区,西乡街道,白金假日公寓,3202,,110,
龙华区,民治街道,星河盛世花园二期,1601,,85,
南山区,蛇口街道,倚园大厦,3240,92,,
福田区,莲花街道,东景花园,3203,,83,
龙岗区,龙城街道,嘉亿爵悦,4212,,43,
南山区,招商街道,兰园商住楼,3263,,70,
龙岗区,龙城街道,天健花园一期(龙岗),1472,39,,
龙岗区,吉华街道,阳光花园三期,1713,47,49,
罗湖区,莲塘街道,四季御园,1186,,79,
龙岗区,龙城街道,万科天誉花园一期,752,,49,
宝安区,西乡街道,海涛居,2957,72,,
福田区,福保街道,江南名苑,2958,,78,
龙岗区,坂田街道,上品雅园,1214,,63,
南山区,桃源街道,香榭峰景苑,3242,,98,
龙岗区,布吉街道,灏景明苑二期,1213,,60,
福田区,华富街道,乐山居,3525,68,,
罗湖区,笋岗街道,笋岗大厦,1466,,61,
罗湖区,桂园街道,松园小区,1428,79,,
南山区,粤海街道,佳嘉豪苑,3481,,110,
福田区,莲花街道,民华大厦,2948,,116,
南山区,招商街道,海洋星苑,4162,,95,
龙华区,龙华街道,优品建筑,1254,55,50,
南山区,招商街道,蛇口花园城五期,3241,,113,
罗湖区,东湖街道,东安花园,1257,64,,
南山区,南山街道,中泰艺术名庭,3265,,140,
龙岗区,龙城街道,御府名筑花园,1436,,56,
龙岗区,龙城街道,欧景城华庭北区,793,39,36,
罗湖区,清水河街道,银田花园,1253,64,,
龙岗区,布吉街道,吉信大厦,1296,,47,
龙岗区,布吉街道,茂业城,1255,49,51,
龙岗区,布吉街道,知春里小区,1256,50,56,
南山区,南头街道,南头海关宿舍区,3543,82,,
罗湖区,东湖街道,东道苑,1617,60,,
罗湖区,翠竹街道,特力大厦,1295,,82,
南山区,南头街道,阳光荔景,3266,,98,
盐田区,盐田街道,金海雅居,2639,,43,
罗湖区,东门街道,耀华楼,1190,75,,
罗湖区,黄贝街道,碧中园,3957,,67,
宝安区,西乡街道,桃源居十二区,2567,49,49,
罗湖区,东门街道,塑和公园华府,1187,,165,
盐田区,沙头角街道,福苑,3033,,73,
龙华区,民治街道,春华四季园,4129,60,63,
罗湖区,清水河街道,华日花园,1188,,75,
龙岗区,布吉街道,文雅豪庭,1189,,49,
宝安区,福永街道,永恒怡馨苑,4161,,39,
南山区,桃源街道,桑泰丹华园二期,3183,,88,
龙岗区,园山街道,金色盛晖华庭,753,,40,
福田区,华强北街道,航天立业华庭,2959,,104,
罗湖区,莲塘街道,云景梧桐花园,1486,,81,150
宝安区,西乡街道,桃源居三区,3213,,55,
南山区,南山街道,汉京湾雅居,3182,,94,
宝安区,新安街道,深业新岸线二期,4188,,75,
南山区,蛇口街道,南水小区,3843,78,,
龙岗区,布吉街道,康达尔蝴蝶堡,1947,,63,
罗湖区,笋岗街道,嘉景苑,1948,89,95,
罗湖区,东门街道,128号大院,535,58,,
龙岗区,布吉街道,康达尔花园四期,1240,,56,
龙岗区,横岗街道,中海大山地花园北区,1106,,46,50
南山区,桃源街道,中爱花园,3127,,98,
大鹏新区,大鹏街道,滨海盛世名苑,2201,,34,
福田区,园岭街道,光纤小区(光纤工业小区),4286,85,,
南山区,沙河街道,侨洲花园,3762,93,,
福田区,沙头街道,中城天邑花园,3743,,115,
南山区,沙河街道,假日湾华庭,3763,,106,
龙岗区,布吉街道,康达尔花园一期,1858,,48,
福田区,园岭街道,八卦岭宿舍区,3595,71,,
龙岗区,龙岗街道,水岸新都四五期,1098,,35,45
南山区,南头街道,区委综合楼,3920,84,,
龙岗区,宝龙街道,金汐府,740,,39,
南山区,桃源街道,十五峯花园一期,3921,,137,
南山区,沙河街道,华侨城锦绣花园三期,3922,,101,
龙岗区,布吉街道,电联大厦,1955,35,,
南山区,桃源街道,俊峰丽舍花园,3917,,82,
龙华区,福城街道,金泽花园,1730,43,,
南山区,西丽街道,南国丽城花园,3678,,79,
龙华区,福城街道,芷峪澜湾花园（商品住房）,1464,,54,
龙岗区,吉华街道,中海怡翠山庄,4115,50,55,51
龙华区,福城街道,阳基御龙山家园,999,,51,
龙岗区,布吉街道,慢城四期,1388,,75,
坪山区,马峦街道,京基御景印象家园三期,2197,,38,
宝安区,新安街道,洪浪二村,2866,52,,
龙岗区,吉华街道,丽湖花园,3974,50,48,
南山区,桃源街道,丽岛茗园,3128,69,,
龙岗区,吉华街道,景华苑（商品住房）,1097,41,,
南山区,沙河街道,中新街住宅楼,3909,95,,
罗湖区,翠竹街道,太宁小区(太宁路147号),4260,56,,
大鹏新区,大鹏街道,东部明珠雅苑,2157,37,48,
龙华区,观湖街道,中航格澜郡一期,1801,65,45,68
龙华区,观湖街道,懿花园,1317,,51,57
龙岗区,南湾街道,尚峰花园,1504,,71,
龙岗区,南湾街道,岭宏健康家园,1797,,59,
福田区,梅林街道,大众公寓,3427,76,,
龙岗区,吉华街道,茵悦之生花园一期,1142,50,,
龙岗区,吉华街道,茵悦之生花园二期,1241,,51,
罗湖区,翠竹街道,马古岭小区,1242,64,,
盐田区,梅沙街道,东富大楼,2926,54,,
龙岗区,龙城街道,吉祥来花园,748,,44,
南山区,南头街道,前海天朗风清家园,3766,,101,
福田区,福保街道,金桂大厦,3480,,69,
南山区,招商街道,半岛花园A区,3764,80,,
龙岗区,吉华街道,茵悦之生花园三期,1799,,56,
福田区,华富街道,依山居,3605,,64,
南山区,南头街道,前海豪苑,3908,,110,
龙岗区,龙城街道,东森花园,1708,34,,
南山区,沙河街道,光侨街住宅区,3916,106,,
宝安区,西乡街道,圣淘沙骏园,2836,,80,
宝安区,新安街道,壹方商业中心二期,4283,,127,
福田区,沙头街道,金地海景花园,3664,84,89,
福田区,梅林街道,碧云天,3742,,97,
福田区,福保街道,中央花园,3210,,86,
宝安区,西乡街道,嘉华花园西区,2831,47,,
福田区,华富街道,信苑花园,4062,79,46,
福田区,梅林街道,健君园,2717,,95,
龙华区,龙华街道,华侨苑,1095,,,68
罗湖区,桂园街道,万科桂苑,1879,70,,
龙岗区,龙岗街道,水岸新都一期,749,33,32,40
龙岗区,龙岗街道,龙侨新村,1623,28,,
福田区,梅林街道,先科花园,2840,82,,
南山区,南头街道,华府花园,4094,90,,
罗湖区,翠竹街道,愉天小区,1653,82,,
龙岗区,龙城街道,德馨楼,742,35,,
盐田区,沙头角街道,梧桐山花园,3643,50,,
南山区,南山街道,华联花园,3677,80,82,
龙岗区,龙岗街道,龙园大观花园一期,1952,,43,
南山区,南山街道,华联城市山林花园二期,3918,,101,
龙华区,龙华街道,香缇雅苑,1731,,69,
龙岗区,南湾街道,和谐家园,1538,,71,
福田区,沙头街道,上沙综合市场住宅楼,4309,72,,
南山区,蛇口街道,万科蛇口公馆（商品住房）,3046,,124,
龙岗区,布吉街道,华浩源B区,1956,,41,
龙华区,大浪街道,悠山美地家园,1957,,57,
罗湖区,黄贝街道,峰景台大厦,1795,,64,
福田区,福田街道,恒运豪庭,3392,,106,
福田区,福田街道,辛诚花园,2718,96,99,
龙华区,观湖街道,仁山智水花园二期,1800,,49,63
龙岗区,坂田街道,天景山庄西区,1392,58,,
龙岗区,吉华街道,恒通工业城,1744,40,,
龙岗区,龙岗街道,水岸新都二期,1148,35,31,
龙岗区,龙岗街道,水岸新都三期,1702,,38,43
龙岗区,龙城街道,星河时代花园,743,61,60,66
南山区,南头街道,东方美地苑,3761,120,,
宝安区,新安街道,文汇学校家属楼,4298,51,,
南山区,南山街道,南山天源大厦,3845,,76,
南山区,蛇口街道,东帝海景家园,3831,,80,
罗湖区,翠竹街道,翠苑大厦,1342,,66,
福田区,园岭街道,南天二花园,3740,,100,
宝安区,福永街道,龙腾阁(福永),3777,33,,
宝安区,新安街道,润恒御园,2839,,,190
罗湖区,东门街道,鸿基东港大厦,1857,,75,
罗湖区,东门街道,都心名苑,1096,,95,
福田区,园岭街道,城市主场公寓,2558,,106,
宝安区,松岗街道,桂景园,3456,57,,45
福田区,华强北街道,华丽大院,2585,94,,
龙岗区,龙城街道,美地里园,871,,50,
龙岗区,龙岗街道,金地龙城中央（商品住房）,872,,46,
龙岗区,龙城街道,龙翔花园,873,35,,
南山区,南头街道,中山颐景花园二期,2989,100,,
福田区,香蜜湖街道,园博绿苑,2273,,101,
福田区,福保街道,加福广场,3211,,87,
福田区,福田街道,共和世家,3623,74,89,
福田区,福田街道,东怡大厦,2832,,83,
罗湖区,翠竹街道,湖景大厦,1249,,69,
罗湖区,桂园街道,大信大厦,1250,,62,
罗湖区,清水河街道,旭飞华天苑,1251,,94,
龙华区,大浪街道,潜龙曼海宁花园北区,1252,,86,
龙岗区,坪地街道,中航鼎尚华庭,984,,28,
福田区,香蜜湖街道,侨香村,3685,,113,
龙岗区,龙城街道,海逸雅居,634,37,35,
罗湖区,南湖街道,天俊大厦,1215,,95,
盐田区,海山街道,海天一色雅居,2681,,67,
南山区,蛇口街道,园景园名苑,3220,,100,
南山区,南头街道,彩虹居,3221,81,,
龙岗区,布吉街道,宝龙花园,1216,,38,
罗湖区,南湖街道,水运大厦,1515,,86,
罗湖区,黄贝街道,俊荣大厦,3951,90,,
南山区,南头街道,南山豪庭,3186,,90,
福田区,福保街道,丽港湾,2940,,95,
福田区,南园街道,怡静苑,2169,,87,
福田区,莲花街道,长城盛世家园二期,3730,,93,
盐田区,海山街道,蓝郡左岸花园,2637,,76,
宝安区,福海街道,深航幸福花园,2331,,45,
龙华区,民治街道,风和日丽花园二期,1884,54,,
福田区,沙头街道,嘉洲豪园二期,2860,,88,
龙岗区,布吉街道,帝景峰,4237,,53,
罗湖区,桂园街道,红岭南村,4252,70,,
宝安区,新安街道,50区开屏中心,3760,51,,
南山区,粤海街道,阳光粤海花园一二期(商品住房),547,,119,
龙华区,民治街道,银雅居,1220,,55,
福田区,华强北街道,工会住宅楼,4279,79,,
罗湖区,东门街道,港澳8号,1179,,81,
南山区,南头街道,中山雅苑,3414,71,,
龙岗区,横岗街道,志健时代广场,685,,49,
宝安区,新安街道,新世界誉名别苑,541,,,116
南山区,南山街道,福庭苑,3224,92,,
罗湖区,清水河街道,竹园企业公司住宅楼,4228,51,,
罗湖区,翠竹街道,旭飞华达园一期,1786,,103,
龙华区,大浪街道,福东龙华府,1196,,56,
南山区,南山街道,前海康城华府,3192,,96,
龙华区,民治街道,莱蒙水榭春天A区6期,4238,,78,
福田区,福保街道,建鑫苑,3582,,96,
罗湖区,桂园街道,滨苑新村,1677,59,,
罗湖区,南湖街道,经贸楼,627,,68,
龙岗区,布吉街道,东方半岛花园A区,3982,46,45,
龙岗区,龙城街道,东都花园二区,696,38,,
福田区,福田街道,福华新村,4275,87,,
罗湖区,东湖街道,百仕达东郡广场(百仕达乐湖),4306,,108,
罗湖区,东门街道,公园上苑,1198,,136,
龙华区,民治街道,莱蒙水榭春天花园二期,4196,,77,
福田区,香蜜湖街道,东海花园君豪阁,4027,,121,
福田区,华强北街道,电子设计院住宅楼,4278,101,,
福田区,福田街道,南光捷佳大厦,4061,,102,
罗湖区,清水河街道,路桥大厦,1667,,94,
龙华区,民治街道,莱蒙水榭春天花园三期,4197,,81,
罗湖区,桂园街道,外运宿舍大院,4211,72,,
龙岗区,横岗街道,横岗六约商住楼,4124,33,,
龙岗区,龙城街道,天健花园三期(龙岗),1488,,36,
龙岗区,龙城街道,河岸轩,3935,,43,
福田区,福保街道,益田豪园居,3484,,88,
福田区,梅林街道,银麓公寓,4088,76,,
龙岗区,龙城街道,悦澜山花园,3937,,54,
龙岗区,宝龙街道,风临四季花园,794,33,31,
南山区,蛇口街道,半岛城邦花园三期,3259,,182,
宝安区,新安街道,中南花园,2961,,69,
福田区,香蜜湖街道,雍祥居,2962,,108,
罗湖区,东门街道,同乐大厦,1246,,64,
龙岗区,龙城街道,和兴花园四期,755,35,36,
福田区,福保街道,恒冠豪园,565,,100,
宝安区,新安街道,海滨城广场二期,2944,49,60,
罗湖区,东门街道,南海中心,1209,,79,
罗湖区,南湖街道,文锦渡海关一院,1054,59,,
宝安区,新安街道,创业二村,2555,55,,
罗湖区,笋岗街道,梅园新村,3954,60,,
宝安区,新安街道,泰安花园,2568,58,,
龙岗区,布吉街道,龙园意境华府,1664,62,59,64
福田区,华强北街道,云尚公馆,2859,,135,
南山区,沙河街道,华侨城锦绣花园四期,3846,,131,
福田区,福保街道,嘉福花园,2564,,89,
龙岗区,龙岗街道,建新村,879,28,,
罗湖区,南湖街道,高嘉花园,1293,83,,
罗湖区,翠竹街道,金福大厦,1232,,77,
南山区,沙河街道,世纪假日广场,3848,,120,
福田区,莲花街道,翡翠名园,2556,83,77,
龙岗区,南湾街道,大族河山花园一期（商品住房）,1248,,55,
福田区,园岭街道,合正瑞园,2557,,88,
福田区,福保街道,泰美园,3101,,98,
南山区,蛇口街道,吉祥龙花园,3184,,161,
龙岗区,平湖街道,平吉上苑一期,1936,,53,
罗湖区,东门街道,书院街48号大院,4233,68,,
罗湖区,清水河街道,红岗花园,1217,62,,
龙岗区,布吉街道,东方半岛花园B区,1883,44,44,
南山区,南山街道,中兴公寓,3849,66,,
宝安区,福永街道,广福大厦,2941,31,,
罗湖区,南湖街道,向西路教育宿舍,1424,70,,
福田区,沙头街道,京基滨河时代广场南区,3842,,128,
福田区,南园街道,玉丰楼,2865,,103,
南山区,沙河街道,华侨城锦绣花园一期,3243,85,93,
福田区,园岭街道,园岭花园,2561,,77,
南山区,招商街道,山语海苑一期,3222,85,87,
龙岗区,龙岗街道,运河蓝湾家园,756,,39,
南山区,蛇口街道,曦湾天馥名苑,3260,,204,
宝安区,石岩街道,巨丰台,2942,40,,
宝安区,西乡街道,国雄公司商住楼,3817,46,,
龙岗区,布吉街道,倚山别苑,1586,45,,
福田区,沙头街道,绿景新苑二期,2963,,90,
罗湖区,东门街道,华盛君荟名庭,1219,,117,
龙岗区,龙城街道,紫薇苑二期,795,,37,
龙岗区,坪地街道,西湖苑,898,34,,
南山区,南山街道,南光城市花园（商品住房）,4063,,121,
大鹏新区,南澳街道,南澳海滨花园,3400,34,,
龙华区,民治街道,华业玫瑰四季馨园一期,1645,,84,
南山区,蛇口街道,半岛城邦花园二期,3847,,123,
南山区,蛇口街道,雷公岭海怡阁,3237,71,,
福田区,福田街道,福星北住宅区,2964,83,,
南山区,南山街道,向南海德大厦,3238,,109,
南山区,招商街道,桂园小区一区,3261,82,,
宝安区,西乡街道,碧海富通城五期,2565,,86,
龙岗区,横岗街道,卓越弥敦道名苑,1928,,55,
盐田区,梅沙街道,万科东海岸二期,2102,,54,60
南山区,南头街道,兰丽花园,3185,70,,
罗湖区,清水河街道,翠雅居一期,765,79,,
福田区,华强北街道,赛格住宅区,2805,,92,
龙华区,民治街道,盛荟居,1191,,75,
盐田区,沙头角街道,商贸综合楼,2640,51,,
龙岗区,龙岗街道,新城花园(龙岗),1335,21,,
龙岗区,龙岗街道,楚丰苑,1146,20,,
盐田区,海山街道,旭飞华逸园,2641,74,,
龙岗区,布吉街道,长兴楼,1535,41,,
宝安区,航城街道,华苑,2871,,64,
龙岗区,龙城街道,碧湖玫瑰园,754,34,32,
南山区,招商街道,半山海景兰溪谷国际公寓,3442,,138,
南山区,南山街道,南粤山庄,3219,65,,
罗湖区,黄贝街道,湖滨新村,1696,73,,
宝安区,新安街道,金景豪苑,2939,,56,
福田区,园岭街道,深大电话公寓,2424,,60,
福田区,梅林街道,海康大厦,2960,,115,
南山区,蛇口街道,后海理想雅园,3223,,144,
盐田区,沙头角街道,诗宁大厦,1990,,51,
罗湖区,翠竹街道,田苑新村,1176,63,,
福田区,梅林街道,深新大厦,2943,65,,
龙华区,龙华街道,南国丽园,1192,,59,
大鹏新区,大鹏街道,千禧大厦,2204,,34,
